,secID,code
1966,300518.XSHE,300518
1967,300519.XSHE,300519
1968,300520.XSHE,300520
1969,300521.XSHE,300521
1970,300522.XSHE,300522
1971,300523.XSHE,300523
1972,300525.XSHE,300525
1973,300526.XSHE,300526
1974,300527.XSHE,300527
1975,300528.XSHE,300528
1976,300529.XSHE,300529
1977,300530.XSHE,300530
1978,300531.XSHE,300531
1979,300532.XSHE,300532
1980,300533.XSHE,300533
1981,300534.XSHE,300534
1982,300535.XSHE,300535
1983,300536.XSHE,300536
1984,300537.XSHE,300537
1985,300538.XSHE,300538
1986,300539.XSHE,300539
1987,300540.XSHE,300540
1988,300541.XSHE,300541
1989,300542.XSHE,300542
1990,300543.XSHE,300543
1991,300545.XSHE,300545
1992,300546.XSHE,300546
1993,300547.XSHE,300547
1994,300548.XSHE,300548
1995,300549.XSHE,300549
1996,300550.XSHE,300550
1997,300551.XSHE,300551
1998,300552.XSHE,300552
1999,300553.XSHE,300553
2000,300554.XSHE,300554
2001,300555.XSHE,300555
2002,300556.XSHE,300556
2003,300557.XSHE,300557
2004,300558.XSHE,300558
2005,300559.XSHE,300559
2006,300560.XSHE,300560
2007,300561.XSHE,300561
2008,300562.XSHE,300562
2009,300563.XSHE,300563
2010,300565.XSHE,300565
2011,300566.XSHE,300566
2012,300567.XSHE,300567
2013,300568.XSHE,300568
2014,300569.XSHE,300569
2015,300570.XSHE,300570
2016,300571.XSHE,300571
2017,300572.XSHE,300572
2018,300573.XSHE,300573
2019,300575.XSHE,300575
2020,300576.XSHE,300576
2021,300577.XSHE,300577
2022,300578.XSHE,300578
2023,300579.XSHE,300579
2024,300580.XSHE,300580
2025,300581.XSHE,300581
2026,300582.XSHE,300582
2027,300583.XSHE,300583
2028,300584.XSHE,300584
2029,300585.XSHE,300585
2030,300586.XSHE,300586
2031,300587.XSHE,300587
2032,300588.XSHE,300588
2033,300589.XSHE,300589
2034,300590.XSHE,300590
2035,300591.XSHE,300591
2036,300592.XSHE,300592
2037,300593.XSHE,300593
2038,300595.XSHE,300595
2039,300596.XSHE,300596
2040,300597.XSHE,300597
2041,300598.XSHE,300598
2042,300599.XSHE,300599
2043,300600.XSHE,300600
2044,300601.XSHE,300601
2045,300602.XSHE,300602
2046,300603.XSHE,300603
2047,300604.XSHE,300604
2048,300605.XSHE,300605
2049,300606.XSHE,300606
2050,300607.XSHE,300607
2051,300608.XSHE,300608
2052,300609.XSHE,300609
2053,300610.XSHE,300610
2054,300611.XSHE,300611
2055,300612.XSHE,300612
2056,300613.XSHE,300613
2057,300615.XSHE,300615
2058,300616.XSHE,300616
2059,300617.XSHE,300617
2060,300618.XSHE,300618
2061,300619.XSHE,300619
2062,300620.XSHE,300620
2063,300621.XSHE,300621
2064,300622.XSHE,300622
2065,300623.XSHE,300623
2066,300624.XSHE,300624
2067,300625.XSHE,300625
2068,300626.XSHE,300626
2069,300627.XSHE,300627
2070,300628.XSHE,300628
2071,300629.XSHE,300629
2072,300630.XSHE,300630
2073,300631.XSHE,300631
2074,300632.XSHE,300632
2075,300633.XSHE,300633
2076,300634.XSHE,300634
2077,300635.XSHE,300635
2078,300636.XSHE,300636
2079,300637.XSHE,300637
2080,300638.XSHE,300638
2081,300639.XSHE,300639
2082,300640.XSHE,300640
2083,300641.XSHE,300641
2084,300642.XSHE,300642
2085,300643.XSHE,300643
2086,300644.XSHE,300644
2087,300645.XSHE,300645
2088,300646.XSHE,300646
2089,300647.XSHE,300647
2090,300648.XSHE,300648
2091,300649.XSHE,300649
2092,300650.XSHE,300650
2093,300651.XSHE,300651
2094,300652.XSHE,300652
2095,300653.XSHE,300653
2096,300654.XSHE,300654
2097,300655.XSHE,300655
2098,300656.XSHE,300656
2099,300657.XSHE,300657
2100,300658.XSHE,300658
2101,300659.XSHE,300659
2102,300660.XSHE,300660
2103,300661.XSHE,300661
2104,300662.XSHE,300662
2105,300663.XSHE,300663
2106,300664.XSHE,300664
2107,300665.XSHE,300665
2108,300666.XSHE,300666
2109,300667.XSHE,300667
2110,300668.XSHE,300668
2111,300669.XSHE,300669
2112,300670.XSHE,300670
2113,300671.XSHE,300671
2114,300672.XSHE,300672
2115,300673.XSHE,300673
2116,300674.XSHE,300674
2117,300675.XSHE,300675
2118,300676.XSHE,300676
2119,300677.XSHE,300677
2120,300678.XSHE,300678
2121,300679.XSHE,300679
2122,300680.XSHE,300680
2123,300681.XSHE,300681
2124,300682.XSHE,300682
2125,300683.XSHE,300683
2126,300684.XSHE,300684
2127,300685.XSHE,300685
2128,300686.XSHE,300686
2129,300687.XSHE,300687
2130,300688.XSHE,300688
2131,300689.XSHE,300689
2132,300690.XSHE,300690
2133,300691.XSHE,300691
2134,300692.XSHE,300692
2135,300693.XSHE,300693
2136,300694.XSHE,300694
2137,300695.XSHE,300695
2138,300696.XSHE,300696
2139,300697.XSHE,300697
2140,300698.XSHE,300698
2141,300699.XSHE,300699
2142,300700.XSHE,300700
2143,300701.XSHE,300701
2144,300702.XSHE,300702
2145,300703.XSHE,300703
2146,300705.XSHE,300705
2147,300706.XSHE,300706
2148,300707.XSHE,300707
2149,300708.XSHE,300708
2150,300709.XSHE,300709
2151,300710.XSHE,300710
2152,300711.XSHE,300711
2153,300712.XSHE,300712
2154,300713.XSHE,300713
2155,300715.XSHE,300715
2156,300716.XSHE,300716
2157,300717.XSHE,300717
2158,300718.XSHE,300718
2159,300719.XSHE,300719
2160,300720.XSHE,300720
2161,300721.XSHE,300721
2162,300722.XSHE,300722
2163,300723.XSHE,300723
2164,300724.XSHE,300724
2165,300725.XSHE,300725
2166,300726.XSHE,300726
2167,300727.XSHE,300727
2168,300728.XSHE,300728
2169,300729.XSHE,300729
2170,300730.XSHE,300730
2171,300731.XSHE,300731
2172,300732.XSHE,300732
2173,300733.XSHE,300733
2174,300735.XSHE,300735
2175,300736.XSHE,300736
2176,300737.XSHE,300737
2177,300738.XSHE,300738
2178,300739.XSHE,300739
2179,300740.XSHE,300740
2180,300741.XSHE,300741
2181,300742.XSHE,300742
2182,300743.XSHE,300743
2183,300745.XSHE,300745
2184,300746.XSHE,300746
2185,300747.XSHE,300747
2186,300748.XSHE,300748
2187,300749.XSHE,300749
2188,300750.XSHE,300750
2189,300751.XSHE,300751
2190,300752.XSHE,300752
2191,300753.XSHE,300753
2192,300755.XSHE,300755
2193,300756.XSHE,300756
2194,300757.XSHE,300757
2195,300758.XSHE,300758
2196,300759.XSHE,300759
2197,300760.XSHE,300760
2198,300761.XSHE,300761
2199,300762.XSHE,300762
2200,300763.XSHE,300763
2201,300765.XSHE,300765
2202,300766.XSHE,300766
2203,300767.XSHE,300767
2204,300768.XSHE,300768
2205,300769.XSHE,300769
2206,300770.XSHE,300770
2207,300771.XSHE,300771
2208,300772.XSHE,300772
2209,300773.XSHE,300773
2210,300775.XSHE,300775
2211,300776.XSHE,300776
2212,300777.XSHE,300777
2213,300778.XSHE,300778
2214,300779.XSHE,300779
2215,300780.XSHE,300780
2216,300781.XSHE,300781
2217,300782.XSHE,300782
2218,600000.XSHG,600000
2219,600001.XSHG,600001
2220,600002.XSHG,600002
2221,600003.XSHG,600003
2222,600004.XSHG,600004
2223,600005.XSHG,600005
2224,600006.XSHG,600006
2225,600007.XSHG,600007
2226,600008.XSHG,600008
2227,600009.XSHG,600009
2228,600010.XSHG,600010
2229,600011.XSHG,600011
2230,600012.XSHG,600012
2231,600015.XSHG,600015
2232,600016.XSHG,600016
2233,600017.XSHG,600017
2234,600018.XSHG,600018
2235,600019.XSHG,600019
2236,600020.XSHG,600020
2237,600021.XSHG,600021
2238,600022.XSHG,600022
2239,600023.XSHG,600023
2240,600025.XSHG,600025
2241,600026.XSHG,600026
2242,600027.XSHG,600027
2243,600028.XSHG,600028
2244,600029.XSHG,600029
2245,600030.XSHG,600030
2246,600031.XSHG,600031
2247,600033.XSHG,600033
2248,600035.XSHG,600035
2249,600036.XSHG,600036
2250,600037.XSHG,600037
2251,600038.XSHG,600038
2252,600039.XSHG,600039
2253,600048.XSHG,600048
2254,600050.XSHG,600050
2255,600051.XSHG,600051
2256,600052.XSHG,600052
2257,600053.XSHG,600053
2258,600054.XSHG,600054
2259,600055.XSHG,600055
2260,600056.XSHG,600056
2261,600057.XSHG,600057
2262,600058.XSHG,600058
2263,600059.XSHG,600059
2264,600060.XSHG,600060
2265,600061.XSHG,600061
2266,600062.XSHG,600062
2267,600063.XSHG,600063
2268,600064.XSHG,600064
2269,600065.XSHG,600065
2270,600066.XSHG,600066
2271,600067.XSHG,600067
2272,600068.XSHG,600068
2273,600069.XSHG,600069
2274,600070.XSHG,600070
2275,600071.XSHG,600071
2276,600072.XSHG,600072
2277,600073.XSHG,600073
2278,600074.XSHG,600074
2279,600075.XSHG,600075
2280,600076.XSHG,600076
2281,600077.XSHG,600077
2282,600078.XSHG,600078
2283,600079.XSHG,600079
2284,600080.XSHG,600080
2285,600081.XSHG,600081
2286,600082.XSHG,600082
2287,600083.XSHG,600083
2288,600084.XSHG,600084
2289,600085.XSHG,600085
2290,600086.XSHG,600086
2291,600087.XSHG,600087
2292,600088.XSHG,600088
2293,600089.XSHG,600089
2294,600090.XSHG,600090
2295,600091.XSHG,600091
2296,600092.XSHG,600092
2297,600093.XSHG,600093
2298,600094.XSHG,600094
2299,600095.XSHG,600095
2300,600096.XSHG,600096
2301,600097.XSHG,600097
2302,600098.XSHG,600098
2303,600099.XSHG,600099
2304,600100.XSHG,600100
2305,600101.XSHG,600101
2306,600102.XSHG,600102
2307,600103.XSHG,600103
2308,600104.XSHG,600104
2309,600105.XSHG,600105
2310,600106.XSHG,600106
2311,600107.XSHG,600107
2312,600108.XSHG,600108
2313,600109.XSHG,600109
2314,600110.XSHG,600110
2315,600111.XSHG,600111
2316,600112.XSHG,600112
2317,600113.XSHG,600113
2318,600114.XSHG,600114
2319,600115.XSHG,600115
2320,600116.XSHG,600116
2321,600117.XSHG,600117
2322,600118.XSHG,600118
2323,600119.XSHG,600119
2324,600120.XSHG,600120
2325,600121.XSHG,600121
2326,600122.XSHG,600122
2327,600123.XSHG,600123
2328,600125.XSHG,600125
2329,600126.XSHG,600126
2330,600127.XSHG,600127
2331,600128.XSHG,600128
2332,600129.XSHG,600129
2333,600130.XSHG,600130
2334,600131.XSHG,600131
2335,600132.XSHG,600132
2336,600133.XSHG,600133
2337,600135.XSHG,600135
2338,600136.XSHG,600136
2339,600137.XSHG,600137
2340,600138.XSHG,600138
2341,600139.XSHG,600139
2342,600141.XSHG,600141
2343,600143.XSHG,600143
2344,600145.XSHG,600145
2345,600146.XSHG,600146
2346,600148.XSHG,600148
2347,600149.XSHG,600149
2348,600150.XSHG,600150
2349,600151.XSHG,600151
2350,600152.XSHG,600152
2351,600153.XSHG,600153
2352,600155.XSHG,600155
2353,600156.XSHG,600156
2354,600157.XSHG,600157
2355,600158.XSHG,600158
2356,600159.XSHG,600159
2357,600160.XSHG,600160
2358,600161.XSHG,600161
2359,600162.XSHG,600162
2360,600163.XSHG,600163
2361,600165.XSHG,600165
2362,600166.XSHG,600166
2363,600167.XSHG,600167
2364,600168.XSHG,600168
2365,600169.XSHG,600169
2366,600170.XSHG,600170
2367,600171.XSHG,600171
2368,600172.XSHG,600172
2369,600173.XSHG,600173
2370,600175.XSHG,600175
2371,600176.XSHG,600176
2372,600177.XSHG,600177
2373,600178.XSHG,600178
2374,600179.XSHG,600179
2375,600180.XSHG,600180
2376,600181.XSHG,600181
2377,600182.XSHG,600182
2378,600183.XSHG,600183
2379,600184.XSHG,600184
2380,600185.XSHG,600185
2381,600186.XSHG,600186
2382,600187.XSHG,600187
2383,600188.XSHG,600188
2384,600189.XSHG,600189
2385,600190.XSHG,600190
2386,600191.XSHG,600191
2387,600192.XSHG,600192
2388,600193.XSHG,600193
2389,600195.XSHG,600195
2390,600196.XSHG,600196
2391,600197.XSHG,600197
2392,600198.XSHG,600198
2393,600199.XSHG,600199
2394,600200.XSHG,600200
2395,600201.XSHG,600201
2396,600202.XSHG,600202
2397,600203.XSHG,600203
2398,600205.XSHG,600205
2399,600206.XSHG,600206
2400,600207.XSHG,600207
2401,600208.XSHG,600208
2402,600209.XSHG,600209
2403,600210.XSHG,600210
2404,600211.XSHG,600211
2405,600212.XSHG,600212
2406,600213.XSHG,600213
2407,600215.XSHG,600215
2408,600216.XSHG,600216
2409,600217.XSHG,600217
2410,600218.XSHG,600218
2411,600219.XSHG,600219
2412,600220.XSHG,600220
2413,600221.XSHG,600221
2414,600222.XSHG,600222
2415,600223.XSHG,600223
2416,600225.XSHG,600225
2417,600226.XSHG,600226
2418,600227.XSHG,600227
2419,600228.XSHG,600228
2420,600229.XSHG,600229
2421,600230.XSHG,600230
2422,600231.XSHG,600231
2423,600232.XSHG,600232
2424,600233.XSHG,600233
2425,600234.XSHG,600234
2426,600235.XSHG,600235
2427,600236.XSHG,600236
2428,600237.XSHG,600237
2429,600238.XSHG,600238
2430,600239.XSHG,600239
2431,600240.XSHG,600240
2432,600241.XSHG,600241
2433,600242.XSHG,600242
2434,600243.XSHG,600243
2435,600246.XSHG,600246
2436,600247.XSHG,600247
2437,600248.XSHG,600248
2438,600249.XSHG,600249
2439,600250.XSHG,600250
2440,600251.XSHG,600251
2441,600252.XSHG,600252
2442,600253.XSHG,600253
2443,600255.XSHG,600255
2444,600256.XSHG,600256
2445,600257.XSHG,600257
2446,600258.XSHG,600258
2447,600259.XSHG,600259
2448,600260.XSHG,600260
2449,600261.XSHG,600261
2450,600262.XSHG,600262
2451,600263.XSHG,600263
2452,600265.XSHG,600265
2453,600266.XSHG,600266
2454,600267.XSHG,600267
2455,600268.XSHG,600268
2456,600269.XSHG,600269
2457,600270.XSHG,600270
2458,600271.XSHG,600271
2459,600272.XSHG,600272
2460,600273.XSHG,600273
2461,600275.XSHG,600275
2462,600276.XSHG,600276
2463,600277.XSHG,600277
2464,600278.XSHG,600278
2465,600279.XSHG,600279
2466,600280.XSHG,600280
2467,600281.XSHG,600281
2468,600282.XSHG,600282
2469,600283.XSHG,600283
2470,600284.XSHG,600284
2471,600285.XSHG,600285
2472,600286.XSHG,600286
2473,600287.XSHG,600287
2474,600288.XSHG,600288
2475,600289.XSHG,600289
2476,600290.XSHG,600290
2477,600291.XSHG,600291
2478,600292.XSHG,600292
2479,600293.XSHG,600293
2480,600295.XSHG,600295
2481,600296.XSHG,600296
2482,600297.XSHG,600297
2483,600298.XSHG,600298
2484,600299.XSHG,600299
2485,600300.XSHG,600300
2486,600301.XSHG,600301
2487,600302.XSHG,600302
2488,600303.XSHG,600303
2489,600305.XSHG,600305
2490,600306.XSHG,600306
2491,600307.XSHG,600307
2492,600308.XSHG,600308
2493,600309.XSHG,600309
2494,600310.XSHG,600310
2495,600311.XSHG,600311
2496,600312.XSHG,600312
2497,600313.XSHG,600313
2498,600315.XSHG,600315
2499,600316.XSHG,600316
2500,600317.XSHG,600317
2501,600318.XSHG,600318
2502,600319.XSHG,600319
2503,600320.XSHG,600320
2504,600321.XSHG,600321
2505,600322.XSHG,600322
2506,600323.XSHG,600323
2507,600325.XSHG,600325
2508,600326.XSHG,600326
2509,600327.XSHG,600327
2510,600328.XSHG,600328
2511,600329.XSHG,600329
2512,600330.XSHG,600330
2513,600331.XSHG,600331
2514,600332.XSHG,600332
2515,600333.XSHG,600333
2516,600335.XSHG,600335
2517,600336.XSHG,600336
2518,600337.XSHG,600337
2519,600338.XSHG,600338
2520,600339.XSHG,600339
2521,600340.XSHG,600340
2522,600343.XSHG,600343
2523,600345.XSHG,600345
2524,600346.XSHG,600346
2525,600348.XSHG,600348
2526,600349.XSHG,600349
2527,600350.XSHG,600350
2528,600351.XSHG,600351
2529,600352.XSHG,600352
2530,600353.XSHG,600353
2531,600354.XSHG,600354
2532,600355.XSHG,600355
2533,600356.XSHG,600356
2534,600357.XSHG,600357
2535,600358.XSHG,600358
2536,600359.XSHG,600359
2537,600360.XSHG,600360
2538,600361.XSHG,600361
2539,600362.XSHG,600362
2540,600363.XSHG,600363
2541,600365.XSHG,600365
2542,600366.XSHG,600366
2543,600367.XSHG,600367
2544,600368.XSHG,600368
2545,600369.XSHG,600369
2546,600370.XSHG,600370
2547,600371.XSHG,600371
2548,600372.XSHG,600372
2549,600373.XSHG,600373
2550,600375.XSHG,600375
2551,600376.XSHG,600376
2552,600377.XSHG,600377
2553,600378.XSHG,600378
2554,600379.XSHG,600379
2555,600380.XSHG,600380
2556,600381.XSHG,600381
2557,600382.XSHG,600382
2558,600383.XSHG,600383
2559,600385.XSHG,600385
2560,600386.XSHG,600386
2561,600387.XSHG,600387
2562,600388.XSHG,600388
2563,600389.XSHG,600389
2564,600390.XSHG,600390
2565,600391.XSHG,600391
2566,600392.XSHG,600392
2567,600393.XSHG,600393
2568,600395.XSHG,600395
2569,600396.XSHG,600396
2570,600397.XSHG,600397
2571,600398.XSHG,600398
2572,600399.XSHG,600399
2573,600400.XSHG,600400
2574,600401.XSHG,600401
2575,600403.XSHG,600403
2576,600405.XSHG,600405
2577,600406.XSHG,600406
2578,600408.XSHG,600408
2579,600409.XSHG,600409
2580,600410.XSHG,600410
2581,600415.XSHG,600415
2582,600416.XSHG,600416
2583,600418.XSHG,600418
2584,600419.XSHG,600419
2585,600420.XSHG,600420
2586,600421.XSHG,600421
2587,600422.XSHG,600422
2588,600423.XSHG,600423
2589,600425.XSHG,600425
2590,600426.XSHG,600426
2591,600428.XSHG,600428
2592,600429.XSHG,600429
2593,600432.XSHG,600432
2594,600433.XSHG,600433
2595,600435.XSHG,600435
2596,600436.XSHG,600436
2597,600438.XSHG,600438
2598,600439.XSHG,600439
2599,600444.XSHG,600444
2600,600446.XSHG,600446
2601,600448.XSHG,600448
2602,600449.XSHG,600449
2603,600452.XSHG,600452
2604,600455.XSHG,600455
2605,600456.XSHG,600456
2606,600458.XSHG,600458
2607,600459.XSHG,600459
2608,600460.XSHG,600460
2609,600461.XSHG,600461
2610,600462.XSHG,600462
2611,600463.XSHG,600463
2612,600466.XSHG,600466
2613,600467.XSHG,600467
2614,600468.XSHG,600468
2615,600469.XSHG,600469
2616,600470.XSHG,600470
2617,600472.XSHG,600472
2618,600475.XSHG,600475
2619,600476.XSHG,600476
2620,600477.XSHG,600477
2621,600478.XSHG,600478
2622,600479.XSHG,600479
2623,600480.XSHG,600480
2624,600481.XSHG,600481
2625,600482.XSHG,600482
2626,600483.XSHG,600483
2627,600485.XSHG,600485
2628,600486.XSHG,600486
2629,600487.XSHG,600487
2630,600488.XSHG,600488
2631,600489.XSHG,600489
2632,600490.XSHG,600490
2633,600491.XSHG,600491
2634,600493.XSHG,600493
2635,600495.XSHG,600495
2636,600496.XSHG,600496
2637,600497.XSHG,600497
2638,600498.XSHG,600498
2639,600499.XSHG,600499
2640,600500.XSHG,600500
2641,600501.XSHG,600501
2642,600502.XSHG,600502
2643,600503.XSHG,600503
2644,600505.XSHG,600505
2645,600506.XSHG,600506
2646,600507.XSHG,600507
2647,600508.XSHG,600508
2648,600509.XSHG,600509
2649,600510.XSHG,600510
2650,600511.XSHG,600511
2651,600512.XSHG,600512
2652,600513.XSHG,600513
2653,600515.XSHG,600515
2654,600516.XSHG,600516
2655,600517.XSHG,600517
2656,600518.XSHG,600518
2657,600519.XSHG,600519
2658,600520.XSHG,600520
2659,600521.XSHG,600521
2660,600522.XSHG,600522
2661,600523.XSHG,600523
2662,600525.XSHG,600525
2663,600526.XSHG,600526
2664,600527.XSHG,600527
2665,600528.XSHG,600528
2666,600529.XSHG,600529
2667,600530.XSHG,600530
2668,600531.XSHG,600531
2669,600532.XSHG,600532
2670,600533.XSHG,600533
2671,600535.XSHG,600535
2672,600536.XSHG,600536
2673,600537.XSHG,600537
2674,600538.XSHG,600538
2675,600539.XSHG,600539
2676,600540.XSHG,600540
2677,600543.XSHG,600543
2678,600545.XSHG,600545
2679,600546.XSHG,600546
2680,600547.XSHG,600547
2681,600548.XSHG,600548
2682,600549.XSHG,600549
2683,600550.XSHG,600550
2684,600551.XSHG,600551
2685,600552.XSHG,600552
2686,600553.XSHG,600553
2687,600555.XSHG,600555
2688,600556.XSHG,600556
2689,600557.XSHG,600557
2690,600558.XSHG,600558
2691,600559.XSHG,600559
2692,600560.XSHG,600560
2693,600561.XSHG,600561
2694,600562.XSHG,600562
2695,600563.XSHG,600563
2696,600565.XSHG,600565
2697,600566.XSHG,600566
2698,600567.XSHG,600567
2699,600568.XSHG,600568
2700,600569.XSHG,600569
2701,600570.XSHG,600570
2702,600571.XSHG,600571
2703,600572.XSHG,600572
2704,600573.XSHG,600573
2705,600575.XSHG,600575
2706,600576.XSHG,600576
2707,600577.XSHG,600577
2708,600578.XSHG,600578
2709,600579.XSHG,600579
2710,600580.XSHG,600580
2711,600581.XSHG,600581
2712,600582.XSHG,600582
2713,600583.XSHG,600583
2714,600584.XSHG,600584
2715,600585.XSHG,600585
2716,600586.XSHG,600586
2717,600587.XSHG,600587
2718,600588.XSHG,600588
2719,600589.XSHG,600589
2720,600590.XSHG,600590
2721,600591.XSHG,600591
2722,600592.XSHG,600592
2723,600593.XSHG,600593
2724,600594.XSHG,600594
2725,600595.XSHG,600595
2726,600596.XSHG,600596
2727,600597.XSHG,600597
2728,600598.XSHG,600598
2729,600599.XSHG,600599
2730,600600.XSHG,600600
2731,600601.XSHG,600601
2732,600602.XSHG,600602
2733,600603.XSHG,600603
2734,600604.XSHG,600604
2735,600605.XSHG,600605
2736,600606.XSHG,600606
2737,600607.XSHG,600607
2738,600608.XSHG,600608
2739,600609.XSHG,600609
2740,600610.XSHG,600610
2741,600611.XSHG,600611
2742,600612.XSHG,600612
2743,600613.XSHG,600613
2744,600614.XSHG,600614
2745,600615.XSHG,600615
2746,600616.XSHG,600616
2747,600617.XSHG,600617
2748,600618.XSHG,600618
2749,600619.XSHG,600619
2750,600620.XSHG,600620
2751,600621.XSHG,600621
2752,600622.XSHG,600622
2753,600623.XSHG,600623
2754,600624.XSHG,600624
2755,600625.XSHG,600625
2756,600626.XSHG,600626
2757,600627.XSHG,600627
2758,600628.XSHG,600628
2759,600629.XSHG,600629
2760,600630.XSHG,600630
2761,600631.XSHG,600631
2762,600632.XSHG,600632
2763,600633.XSHG,600633
2764,600634.XSHG,600634
2765,600635.XSHG,600635
2766,600636.XSHG,600636
2767,600637.XSHG,600637
2768,600638.XSHG,600638
2769,600639.XSHG,600639
2770,600640.XSHG,600640
2771,600641.XSHG,600641
2772,600642.XSHG,600642
2773,600643.XSHG,600643
2774,600644.XSHG,600644
2775,600645.XSHG,600645
2776,600646.XSHG,600646
2777,600647.XSHG,600647
2778,600648.XSHG,600648
2779,600649.XSHG,600649
2780,600650.XSHG,600650
2781,600651.XSHG,600651
2782,600652.XSHG,600652
2783,600653.XSHG,600653
2784,600654.XSHG,600654
2785,600655.XSHG,600655
2786,600656.XSHG,600656
2787,600657.XSHG,600657
2788,600658.XSHG,600658
2789,600659.XSHG,600659
2790,600660.XSHG,600660
2791,600661.XSHG,600661
2792,600662.XSHG,600662
2793,600663.XSHG,600663
2794,600664.XSHG,600664
2795,600665.XSHG,600665
2796,600666.XSHG,600666
2797,600667.XSHG,600667
2798,600668.XSHG,600668
2799,600669.XSHG,600669
2800,600670.XSHG,600670
2801,600671.XSHG,600671
2802,600672.XSHG,600672
2803,600673.XSHG,600673
2804,600674.XSHG,600674
2805,600675.XSHG,600675
2806,600676.XSHG,600676
2807,600677.XSHG,600677
2808,600678.XSHG,600678
2809,600679.XSHG,600679
2810,600680.XSHG,600680
2811,600681.XSHG,600681
2812,600682.XSHG,600682
2813,600683.XSHG,600683
2814,600684.XSHG,600684
2815,600685.XSHG,600685
2816,600686.XSHG,600686
2817,600687.XSHG,600687
2818,600688.XSHG,600688
2819,600689.XSHG,600689
2820,600690.XSHG,600690
2821,600691.XSHG,600691
2822,600692.XSHG,600692
2823,600693.XSHG,600693
2824,600694.XSHG,600694
2825,600695.XSHG,600695
2826,600696.XSHG,600696
2827,600697.XSHG,600697
2828,600698.XSHG,600698
2829,600699.XSHG,600699
2830,600700.XSHG,600700
2831,600701.XSHG,600701
2832,600702.XSHG,600702
2833,600703.XSHG,600703
2834,600704.XSHG,600704
2835,600705.XSHG,600705
2836,600706.XSHG,600706
2837,600707.XSHG,600707
2838,600708.XSHG,600708
2839,600709.XSHG,600709
2840,600710.XSHG,600710
2841,600711.XSHG,600711
2842,600712.XSHG,600712
2843,600713.XSHG,600713
2844,600714.XSHG,600714
2845,600715.XSHG,600715
2846,600716.XSHG,600716
2847,600717.XSHG,600717
2848,600718.XSHG,600718
2849,600719.XSHG,600719
2850,600720.XSHG,600720
2851,600721.XSHG,600721
2852,600722.XSHG,600722
2853,600723.XSHG,600723
